
('cs-vn-1001', '65 Lê Lợi, Phường Bến Nghé', 'Quận 1', 1, 'cpo-vgreen', 'Trạm sạc Vincom Center', 10.7778, 106.7022),
('cs-vn-1470', 'Tỉnh lộ 10, Xã Lê Minh Xuân', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Cầu Xáng', 10.7711, 106.5315),
('cs-vn-1471', 'Đường số 10, KDC Trung Sơn', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Saigon Mia', 10.7385, 106.6881),
('cs-vn-1472', 'Phong Phú, Xã Phong Phú', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc KDC Phong Phú 4', 10.7011, 106.6551),
('cs-vn-1473', 'Hưng Nhơn, Xã Tân Kiên', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Chợ Hưng Nhơn', 10.7151, 106.5915),
('cs-vn-1474', 'Quốc lộ 1A, Xã Tân Túc', 'Bình Chánh', 0, 'cpo-vgreen', 'Trạm sạc Cầu vượt Nguyễn Văn Linh BC', 10.6911, 106.5815),
('cs-vn-1475', 'Thới Hòa, Xã Vĩnh Lộc A', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc KCN Vĩnh Lộc BC', 10.8211, 106.5955),
('cs-vn-1476', 'Bình Trường, Xã Bình Chánh', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KDC Gia Hòa BC', 10.6585, 106.5585),
('cs-vn-1477', 'Nguyễn Thị Tú, Xã Vĩnh Lộc B', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc KDC Vĩnh Lộc B', 10.8115, 106.5985),
('cs-vn-1478', 'Hoàng Phan Thái, Xã Bình Chánh', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Chợ đầu mối Bình Điền', 10.6885, 106.5815),
('cs-vn-1479', 'An Phú Tây, Xã An Phú Tây', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Chợ An Phú Tây', 10.6811, 106.6051),
('cs-vn-1480', 'Hương Lộ 11, Xã Quy Đức', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc UBND Xã Quy Đức', 10.6151, 106.6551),
('cs-vn-1481', 'Quốc lộ 50, Xã Phong Phú', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KDC Lovera Park', 10.6911, 106.6611),
('cs-vn-1482', 'Đoàn Nguyễn Tuấn, Xã Tân Quý Tây', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Chợ Hưng Long', 10.6381, 106.6111),
('cs-vn-1483', 'Trần Đại Nghĩa, Xã Tân Kiên', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KDC Tân Kiên', 10.7185, 106.5811),
('cs-vn-1484', 'Tỉnh lộ 10, Xã Phạm Văn Hai', 'Bình Chánh', 0, 'cpo-datbike', 'Trạm sạc Chùa Pháp Tạng', 10.7755, 106.5111),
('cs-vn-1485', 'Nguyễn Văn Linh, Xã An Phú Tây', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Cầu sập Bình Chánh', 10.7011, 106.6115),
('cs-vn-1486', 'Phạm Văn Sáng, Xã Vĩnh Lộc A', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc KDC Vĩnh Lộc A', 10.8411, 106.5755),
('cs-vn-1487', 'Bình Hưng, Xã Bình Hưng', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Bến xe Quận 8 BC', 10.7255, 106.6685),
('cs-vn-1488', 'Thanh Niên, Xã Phạm Văn Hai', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KDC Phạm Văn Hai', 10.8015, 106.5151),
('cs-vn-1489', 'Quốc lộ 1A, Xã Tân Quý Tây', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Trạm dừng chân Bình Chánh', 10.6651, 106.5685),
('cs-vn-1490', 'Nguyễn Văn Linh, Xã Phong Phú', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Làng đại học Bình Chánh', 10.7111, 106.6515),
('cs-vn-1491', 'Đinh Đức Thiện, Xã Tân Quý Tây', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc KDC Bình Điền', 10.6751, 106.5611),
('cs-vn-1492', 'Lê Minh Xuân, Xã Lê Minh Xuân', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Chùa Phật Cô Đơn', 10.7655, 106.5355),
('cs-vn-1493', 'Vĩnh Lộc, Xã Vĩnh Lộc A', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Ngã ba Vĩnh Lộc', 10.8311, 106.5915),
('cs-vn-1494', 'Quốc lộ 50, Xã Bình Hưng', 'Bình Chánh', 0, 'cpo-eboost', 'Trạm sạc Chung cư Terra Mia', 10.7115, 106.6711),
('cs-vn-1495', 'Nguyễn Văn Linh, Xã Bình Hưng', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KDC Conic', 10.7155, 106.6455),
('cs-vn-1496', 'Tân Túc, Xã Tân Túc', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Bệnh viện Bình Chánh mới', 10.6885, 106.5711),
('cs-vn-1497', 'Trần Văn Giàu, Xã Lê Minh Xuân', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc KCN Lê Minh Xuân 3', 10.7785, 106.5285),
('cs-vn-1498', 'Phong Phú, Xã Phong Phú', 'Bình Chánh', 1, 'cpo-datbike', 'Trạm sạc Trung tâm TDTT Bình Chánh', 10.7051, 106.6585),
('cs-vn-1499', 'Nguyễn Hữu Trí, Xã Tân Nhựt', 'Bình Chánh', 1, 'cpo-vgreen', 'Trạm sạc Cầu Chợ Đệm', 10.6951, 106.5555),
('cs-vn-1500', 'Quốc lộ 1A, Xã Tân Túc', 'Bình Chánh', 1, 'cpo-eboost', 'Trạm sạc Ngã ba Tân Túc', 10.6811, 106.5785),

-- HUYỆN HÓC MÔN (50 trạm: 1501 - 1550)
('cs-vn-1501', 'Lý Thường Kiệt, Thị trấn Hóc Môn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Chợ Hóc Môn', 10.8855, 106.5955),
('cs-vn-1502', 'Tô Ký, Xã Thới Tam Thôn', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc KDC Thới Tam Thôn', 10.8715, 106.6085),
('cs-vn-1503', 'Quốc lộ 22, Xã Xuân Thới Đông', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Ngã tư Trung Chánh HM', 10.8651, 106.6111),
('cs-vn-1504', 'Phan Văn Hớn, Xã Xuân Thới Thượng', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Chợ Xuân Thới Thượng', 10.8455, 106.5815),
('cs-vn-1505', 'Nguyễn Ảnh Thủ, Xã Bà Điểm', 'Hóc Môn', 0, 'cpo-vgreen', 'Trạm sạc Chợ Bà Điểm', 10.8511, 106.6055),
('cs-vn-1506', 'Đặng Thúc Vịnh, Xã Đông Thạnh', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Chợ Đông Thạnh', 10.9015, 106.6355),
('cs-vn-1507', 'Lê Văn Khương, Xã Đông Thạnh', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Cầu Dừa', 10.8911, 106.6455),
('cs-vn-1508', 'Quốc lộ 22, Xã Tân Hiệp', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Bệnh viện Hóc Môn', 10.8955, 106.5855),
('cs-vn-1509', 'Nguyễn Văn Bứa, Xã Xuân Thới Sơn', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Ngã ba Giồng', 10.8815, 106.5651),
('cs-vn-1510', 'Trịnh Thị Miếng, Xã Thới Tam Thôn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KDC Bà Điểm 2', 10.8655, 106.5985),
('cs-vn-1511', 'Bà Điểm 4, Xã Bà Điểm', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc KDC Bà Điểm QL1A', 10.8415, 106.6015),
('cs-vn-1512', 'Phan Văn Đối, Xã Bà Điểm', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KCN Vĩnh Lộc HM', 10.8351, 106.5955),
('cs-vn-1513', 'Quốc lộ 1A, Xã Bà Điểm', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Ngã tư An Sương HM', 10.8451, 106.6211),
('cs-vn-1514', 'Song Hành, Xã Tân Xuân', 'Hóc Môn', 0, 'cpo-vgreen', 'Trạm sạc Co.opmart Hóc Môn', 10.8755, 106.5915),
('cs-vn-1515', 'Lê Thị Hà, Xã Tân Xuân', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc UBND Huyện Hóc Môn', 10.8811, 106.5985),
('cs-vn-1516', 'Bùi Văn Ngữ, Xã Bà Điểm', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Chợ Hiệp Thành HM', 10.8611, 106.6111),
('cs-vn-1517', 'Hương Lộ 80, Xã Xuân Thới Thượng', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KDC Xuân Thới Thượng', 10.8555, 106.5615),
('cs-vn-1518', 'Đỗ Văn Dậy, Xã Tân Hiệp', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Chợ Tân Hiệp', 10.9011, 106.5815),
('cs-vn-1519', 'Phan Văn Hớn, Xã Bà Điểm', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Cầu Sa', 10.8385, 106.5785),
('cs-vn-1520', 'Tỉnh lộ 15, Xã Đông Thạnh', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Cầu Rạch Tra', 10.9151, 106.6455),
('cs-vn-1521', 'Nguyễn Thị Sóc, Xã Xuân Thới Đông', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Chợ đầu mối Hóc Môn', 10.8585, 106.6015),
('cs-vn-1522', 'Trần Văn Mười, Xã Xuân Thới Đông', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc KDC Xuân Thới Đông', 10.8655, 106.5885),
('cs-vn-1523', 'Lê Lợi, Thị trấn Hóc Môn', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Bưu điện Hóc Môn', 10.8885, 106.5915),
('cs-vn-1524', 'Nguyễn Văn Bứa, Xã Xuân Thới Thượng', 'Hóc Môn', 0, 'cpo-vgreen', 'Trạm sạc KCN Xuyên Á HM', 10.8755, 106.5511),
('cs-vn-1525', 'Quốc lộ 22, Xã Xuân Thới Sơn', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Ngã tư Hóc Môn', 10.8881, 106.5811),
('cs-vn-1526', 'Thới Tam Thôn 18, Xã Thới Tam Thôn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Chợ Thới Tứ', 10.8785, 106.6111),
('cs-vn-1527', 'Bùi Công Trừng, Xã Nhị Bình', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc UBND Xã Nhị Bình', 10.9255, 106.6611),
('cs-vn-1528', 'Dương Công Khi, Xã Tân Hiệp', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KDC Tân Hiệp', 10.9111, 106.5715),
('cs-vn-1529', 'Nguyễn Thị Ngâu, Xã Thới Tam Thôn', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Trường THPT Lý Thường Kiệt HM', 10.8751, 106.6185),
('cs-vn-1530', 'Phạm Văn Sáng, Xã Xuân Thới Thượng', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc KDC Đại Địa HM', 10.8455, 106.5715),
('cs-vn-1531', 'Quốc lộ 22, Xã Tân Xuân', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Trung tâm văn hóa Hóc Môn', 10.8711, 106.6011),
('cs-vn-1532', 'Tô Ký, Xã Tân Chánh Hiệp HM', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc ĐH Ngoại ngữ - Tin học HM', 10.8585, 106.6185),
('cs-vn-1533', 'Đặng Thúc Vịnh, Xã Thới Tam Thôn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Chợ Ba Bầu', 10.8815, 106.6155),
('cs-vn-1534', 'Bùi Văn Ngữ, Xã Tân Xuân', 'Hóc Môn', 0, 'cpo-datbike', 'Trạm sạc KDC Tân Xuân', 10.8685, 106.6115),
('cs-vn-1535', 'Lý Nam Đế, Thị trấn Hóc Môn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Công viên Hóc Môn', 10.8811, 106.5955),
('cs-vn-1536', 'Nguyễn Ảnh Thủ, Xã Xuân Thới Đông', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc KDC Vạn Hạnh HM', 10.8615, 106.6085),
('cs-vn-1537', 'Phan Văn Hớn, Xã Xuân Thới Sơn', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Chợ Xuân Thới Sơn', 10.8685, 106.5615),
('cs-vn-1538', 'Đỗ Văn Dậy, Xã Nhị Bình', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Cầu Phú Long HM', 10.9185, 106.6551),
('cs-vn-1539', 'Lê Văn Khương, Xã Đông Thạnh', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc KDC Đông Thạnh', 10.8985, 106.6411),
('cs-vn-1540', 'Trần Văn Mười, Xã Xuân Thới Thượng', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc Chùa Hoằng Pháp HM', 10.8715, 106.5785),
('cs-vn-1541', 'Nguyễn Văn Bứa, Xã Xuân Thới Sơn', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc UBND Xã Xuân Thới Sơn', 10.8851, 106.5511),
('cs-vn-1542', 'Tỉnh lộ 15, Xã Nhị Bình', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KDC Nhị Bình', 10.9311, 106.6555),
('cs-vn-1543', 'Đặng Công Bỉnh, Xã Tân Thới Nhì', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Cầu An Hạ HM', 10.8955, 106.5315),
('cs-vn-1544', 'Quốc lộ 22, Xã Tân Thới Nhì', 'Hóc Môn', 0, 'cpo-eboost', 'Trạm sạc Ngã ba Hồng Châu HM', 10.9015, 106.5711),
('cs-vn-1545', 'Dương Công Khi, Xã Xuân Thới Sơn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KDC Tân Thới Nhì', 10.9055, 106.5651),
('cs-vn-1546', 'Nguyễn Thị Thử, Xã Xuân Thới Thượng', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc Chợ Đại Địa', 10.8511, 106.5685),
('cs-vn-1547', 'Xuân Thới Thượng 9, Xã Xuân Thới Thượng', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc UBND Xã Xuân Thới Thượng', 10.8415, 106.5781),
('cs-vn-1548', 'Bà Điểm 9, Xã Bà Điểm', 'Hóc Môn', 1, 'cpo-datbike', 'Trạm sạc KDC Tây Bắc Bà Điểm', 10.8455, 106.5955),
('cs-vn-1549', 'Nguyễn Văn Bứa, Xã Xuân Thới Sơn', 'Hóc Môn', 1, 'cpo-vgreen', 'Trạm sạc KCN Nhị Xuân HM', 10.8911, 106.5415),
('cs-vn-1550', 'Lý Thường Kiệt, Xã Tân Xuân', 'Hóc Môn', 1, 'cpo-eboost', 'Trạm sạc Sân vận động Hóc Môn', 10.8785, 106.5985),

-- HUYỆN CỦ CHI (50 trạm: 1551 - 1600)
('cs-vn-1551', 'Quốc lộ 22, Thị trấn Củ Chi', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Bến xe Củ Chi', 10.9255, 106.5111),
('cs-vn-1552', 'Tỉnh lộ 8, Xã Tân Thạnh Đông', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc Ngã tư Tân Quy', 10.9555, 106.6111),
('cs-vn-1553', 'Tỉnh lộ 15, Xã Phú Hòa Đông', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc Chợ Phú Hòa Đông', 11.0155, 106.6111),
('cs-vn-1554', 'Nguyễn Thị Rành, Xã Nhuận Đức', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Địa đạo Củ Chi', 11.0555, 106.5511),
('cs-vn-1555', 'Quốc lộ 22, Xã Phước Hiệp', 'Củ Chi', 0, 'cpo-vgreen', 'Trạm sạc Cầu vượt Củ Chi', 10.9355, 106.4911),
('cs-vn-1556', 'Tỉnh lộ 2, Xã Trung Lập Hạ', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ Trung Lập Hạ', 11.0011, 106.4815),
('cs-vn-1557', 'Hà Duy Phiên, Xã Bình Mỹ', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Cầu Phú Cường Củ Chi', 10.9411, 106.6611),
('cs-vn-1558', 'Võ Văn Bích, Xã Bình Mỹ', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KDC Bình Mỹ', 10.9315, 106.6415),
('cs-vn-1559', 'Tỉnh lộ 8, Xã Phước Vĩnh An', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc Bệnh viện Củ Chi', 10.9385, 106.5285),
('cs-vn-1560', 'Nguyễn Văn Khạ, Thị trấn Củ Chi', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Chợ Củ Chi', 10.9211, 106.4955),
('cs-vn-1561', 'Tỉnh lộ 7, Xã An Nhơn Tây', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ An Nhơn Tây', 11.0351, 106.5111),
('cs-vn-1562', 'Tỉnh lộ 15, Xã Tân Thạnh Tây', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Ngã ba Tân Thạnh Tây', 10.9655, 106.5911),
('cs-vn-1563', 'Bình Mỹ, Xã Bình Mỹ', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc UBND Xã Bình Mỹ', 10.9455, 106.6511),
('cs-vn-1564', 'Quốc lộ 22, Xã Tân Phú Trung', 'Củ Chi', 0, 'cpo-vgreen', 'Trạm sạc BV Xuyên Á Củ Chi', 10.9111, 106.5511),
('cs-vn-1565', 'Hương Lộ 2, Xã Tân An Hội', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KDC Tân An Hội', 10.9155, 106.4855),
('cs-vn-1566', 'Nguyễn Thị Lắng, Xã Tân Phú Trung', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KCN Tân Phú Trung', 10.9185, 106.5711),
('cs-vn-1567', 'Tỉnh lộ 8, Xã Trung An', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Trung An', 10.9611, 106.6111),
('cs-vn-1568', 'Võ Thị Lưu, Xã Tân Thạnh Đông', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ Tân Thạnh Đông', 10.9585, 106.6215),
('cs-vn-1569', 'Quốc lộ 22, Xã Thái Mỹ', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Cầu An Hạ Củ Chi', 10.8955, 106.5411),
('cs-vn-1570', 'Tỉnh lộ 15, Xã Phú Mỹ Hưng', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Đền Bến Dược', 11.0611, 106.5151),
('cs-vn-1571', 'Nguyễn Kim Cương, Xã Tân Thạnh Đông', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Kim Cương Củ Chi', 10.9415, 106.6115),
('cs-vn-1572', 'Tỉnh lộ 8, Xã Phước Hiệp', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KDC Phước Hiệp', 10.9411, 106.4715),
('cs-vn-1573', 'Cây Bài, Xã Phước Vĩnh An', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KDC Cây Bài', 10.9485, 106.5555),
('cs-vn-1574', 'Lê Minh Nhựt, Xã Tân Thông Hội', 'Củ Chi', 0, 'cpo-vgreen', 'Trạm sạc KDC Tân Thông Hội', 10.9155, 106.5185),
('cs-vn-1575', 'Trần Văn Chẩm, Xã Phước Vĩnh An', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ Việt Kiều', 10.9255, 106.5315),
('cs-vn-1576', 'Quốc lộ 22, Xã Tân An Hội', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc UBND Huyện Củ Chi', 10.9251, 106.5051),
('cs-vn-1577', 'Tỉnh lộ 7, Xã Thái Mỹ', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ Thái Mỹ', 10.9851, 106.4111),
('cs-vn-1578', 'Nguyễn Thị Rành, Xã Trung Lập Thượng', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Trung Lập Thượng', 11.0211, 106.4515),
('cs-vn-1579', 'Tỉnh lộ 15, Xã An Phú', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc Chợ An Phú Củ Chi', 11.0511, 106.5315),
('cs-vn-1580', 'Bàu Tre, Xã Tân An Hội', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KDC Bàu Tre', 10.9285, 106.4885),
('cs-vn-1581', 'Quốc lộ 22, Xã Phước Thạnh', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Phước Thạnh', 10.9555, 106.4311),
('cs-vn-1582', 'Tỉnh lộ 2, Xã Phước Vĩnh An', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ Hòa Phú', 10.9655, 106.5511),
('cs-vn-1583', 'Nguyễn Văn Khạ, Xã Phạm Văn Cội', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KCN Đông Nam Củ Chi', 10.9411, 106.6111),
('cs-vn-1584', 'Tỉnh lộ 8, Xã Bình Mỹ', 'Củ Chi', 0, 'cpo-datbike', 'Trạm sạc Chợ Bình Mỹ', 10.9485, 106.6611),
('cs-vn-1585', 'Hà Duy Phiên, Xã Bình Mỹ', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Tuyết Anh', 10.9411, 106.6655),
('cs-vn-1586', 'Nguyễn Thị Rành, Xã Phú Mỹ Hưng', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc KDC Phú Mỹ Hưng Củ Chi', 11.0655, 106.5055),
('cs-vn-1587', 'Quốc lộ 22, Xã Tân Phú Trung', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc Chợ Tân Phú Trung', 10.9151, 106.5655),
('cs-vn-1588', 'Tỉnh lộ 15, Xã Phú Hòa Đông', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc UBND Xã Phú Hòa Đông', 11.0111, 106.6155),
('cs-vn-1589', 'Nguyễn Kim Cương, Xã Tân Thạnh Tây', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc KDC Tân Thạnh Tây', 10.9711, 106.5815),
('cs-vn-1590', 'Tỉnh lộ 7, Xã Phước Thạnh', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Ngã ba Phước Thạnh', 10.9651, 106.4251),
('cs-vn-1591', 'Bến Đình, Xã Nhuận Đức', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Khu di tích Bến Đình', 11.0451, 106.5181),
('cs-vn-1592', 'Lê Thọ Xuân, Xã Tân Thông Hội', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Việt Kiều Tân Thông Hội', 10.9255, 106.5255),
('cs-vn-1593', 'Trung An, Xã Trung An', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc UBND Xã Trung An', 10.9655, 106.6211),
('cs-vn-1594', 'Tỉnh lộ 8, Xã Tân Thạnh Đông', 'Củ Chi', 0, 'cpo-eboost', 'Trạm sạc KDC Tân Quy', 10.9511, 106.6015),
('cs-vn-1595', 'Nguyễn Văn Ni, Thị trấn Củ Chi', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc Trung tâm văn hóa Củ Chi', 10.9255, 106.4951),
('cs-vn-1596', 'Quốc lộ 22, Xã An Nhơn Tây', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Safari Củ Chi', 11.0411, 106.4911),
('cs-vn-1597', 'Tỉnh lộ 15, Xã Nhuận Đức', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc UBND Xã Nhuận Đức', 11.0255, 106.5411),
('cs-vn-1598', 'Cây Gõ, Xã Tân An Hội', 'Củ Chi', 1, 'cpo-datbike', 'Trạm sạc Chợ Cây Gõ Củ Chi', 10.9351, 106.4711),
('cs-vn-1599', 'Hương Lộ 2, Xã Trung Lập Hạ', 'Củ Chi', 1, 'cpo-vgreen', 'Trạm sạc KDC Trung Lập', 10.9951, 106.4715),
('cs-vn-1600', 'Quốc lộ 22, Xã Phước Hiệp', 'Củ Chi', 1, 'cpo-eboost', 'Trạm sạc Trạm dừng chân Củ Chi', 10.9415, 106.4811),

-- QUẬN 7 (50 trạm: 1601 - 1650)
('cs-vn-1601', '101 Tôn Dật Tiên, Tân Phong', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Crescent Mall', 10.7285, 106.7215),
('cs-vn-1602', '72 Nguyễn Văn Linh, Tân Thuận Tây', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Eco Green Saigon', 10.7455, 106.7111),
('cs-vn-1603', 'Nguyễn Lương Bằng, Phú Mỹ', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Midtown Phú Mỹ Hưng', 10.7185, 106.7255),
('cs-vn-1604', 'Đường số 13, Tân Kiểng', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc KDC Tân Kiểng', 10.7411, 106.7085),
('cs-vn-1605', 'Nguyễn Hữu Thọ, Tân Hưng', 'Quận 7', 0, 'cpo-vgreen', 'Trạm sạc Lotte Mart Quận 7', 10.7415, 106.7011),
('cs-vn-1606', 'Huỳnh Tấn Phát, Phú Thuận', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Cầu Phú Mỹ Q7', 10.7385, 106.7351),
('cs-vn-1607', 'Nguyễn Văn Linh, Tân Phong', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc SC VivoCity', 10.7315, 106.7015),
('cs-vn-1608', 'Đường số 7, Tân Thuận Đông', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc KCX Tân Thuận 1', 10.7551, 106.7311),
('cs-vn-1609', 'Đào Trí, Phú Thuận', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Sunshine Diamond River', 10.7255, 106.7455),
('cs-vn-1610', 'Trần Xuân Soạn, Tân Hưng', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc KDC Him Lam Q7', 10.7451, 106.6985),
('cs-vn-1611', 'Lâm Văn Bền, Bình Thuận', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Chợ cư xá Ngân Hàng', 10.7415, 106.7155),
('cs-vn-1612', 'Nguyễn Thị Thập, Tân Phú', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Big C Nguyễn Thị Thập', 10.7381, 106.7211),
('cs-vn-1613', 'Gò Ô Môi, Phú Thuận', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Chung cư Tulip Q7', 10.7311, 106.7385),
('cs-vn-1614', 'Nguyễn Hữu Thọ, Tân Phong', 'Quận 7', 0, 'cpo-vgreen', 'Trạm sạc ĐH Tôn Đức Thắng', 10.7325, 106.7011),
('cs-vn-1615', 'Phạm Hữu Lầu, Phú Mỹ', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Chung cư Belleza', 10.7115, 106.7215),
